national_rank,scientific_name,common_name,class,order,family,phylum,top5,top10,evidence_support,evidence_support_label,direct_protective_context_count,direct_protective_chemical_count,warning_context_count,eligible_state_count,broad_life_stage_category_count,official_or_common_method_species,selection_incremental_gain_lower5,selection_objective_cumulative_lower5,incremental_expected_capture_lower5,validated_incremental_expected_capture_lower5,rank_scope,leave_one_out_loss_top5,support_note,cumulative_expected_capture_lower-5%,cumulative_expected_capture_lower-10%,cumulative_expected_capture_lower-20%
186,Hyla versicolor,,Amphibia,Anura,Hylidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),52,13,4,30,2,False,3.5835350964314865e-06,0.9999088313235924,0.00023617215819660142,,extended_r1_greedy_order,,,0.9635270624521651,0.9980828506294128,0.9999878884925294
187,Moinodaphnia macleayi,,Branchiopoda,Cladocera,Moinidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),14,7,1,0,2,False,3.445216339332697e-06,0.9999122765399318,0.0002361479617697393,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9637632104139349,0.9981020978579622,0.9999880668576271
188,Lumbriculus variegatus,,Clitellata,Lumbriculida,Lumbriculidae,Annelida,False,False,strong_50_plus,Strong (50+ protective contexts),88,48,19,1,3,False,3.3120585582861314e-06,0.9999155885984901,0.00023874305924476147,,extended_r1_greedy_order,,,0.9640019534731796,0.9981194636545083,0.99998819665666
189,Caridina nilotica,,Malacostraca,Decapoda,Atyidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),17,10,2,0,1,False,3.1840098826465665e-06,0.9999187726083726,0.00023418752051396208,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9642361409936936,0.9981388687216767,0.9999883678182498
190,Scapholeberis microcephala,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,3.0527012029704007e-06,0.9999218253095754,0.00022065595340159394,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9644567969470952,0.9981569133771495,0.9999885422485008
191,Sander vitreus,,Actinopterygii,Perciformes,Percidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),57,39,1,7,3,False,2.9363382603475995e-06,0.9999247616478358,0.00022934710793343083,,extended_r1_greedy_order,,,0.9646861440550286,0.9981744285997526,0.9999886936050638
192,Scapholeberis kingi,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,2.8234058759337384e-06,0.9999275850537118,0.00021640162110503347,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9649025456761336,0.9981920030149851,0.9999888617539027
193,Pteronarcys comstocki,,Insecta,Plecoptera,Pteronarcyidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,1,1,False,2.7160653576320138e-06,0.9999303011190696,0.00022289204272296637,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9651254377188566,0.9982107931675115,0.9999890493949422
194,Ischnura elegans,,Insecta,Odonata,Coenagrionidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),15,13,2,0,1,False,2.6107998693149835e-06,0.9999329119189386,0.00022122302854521436,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9653466607474018,0.9982267465074769,0.9999891757970574
195,Chironomus anthracinus,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),6,4,0,1,1,False,2.5122090196493783e-06,0.9999354241279583,0.00020856028872406895,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9655552210361259,0.9982430454250788,0.9999893235089082
196,Bufo americanus,,Amphibia,Anura,Bufonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),53,18,8,36,2,False,2.412787743992113e-06,0.9999378369157024,0.00021579732685772512,,extended_r1_greedy_order,,,0.9657710183629836,0.9982579756212006,0.9999894275761984
197,Culex tarsalis,,Insecta,Diptera,Culicidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),26,19,1,25,1,False,2.319146917038621e-06,0.9999401560626193,0.00020953875241103148,,extended_r1_greedy_order,,,0.9659805571153947,0.9982769981086377,0.9999896476945761
198,Lampsilis rafinesqueana,,Bivalvia,Unionoida,Unionidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),16,9,0,2,1,False,2.2312438593959035e-06,0.9999423873064788,0.00021134376759934792,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.966191900882994,0.9982941963503011,0.9999898091742878
199,Lemna minor,,Liliopsida,Arales,Lemnaceae,Magnoliophyta,False,False,strong_50_plus,Strong (50+ protective contexts),59,34,29,50,3,False,2.1462682483230974e-06,0.9999445335747271,0.0002106362707138265,,extended_r1_greedy_order,,,0.9664025371537078,0.9983086856824864,0.9999899105601011
200,Simulium vittatum,,Insecta,Diptera,Simuliidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),24,12,0,2,2,False,2.0596515990456795e-06,0.9999465932263264,0.00020801414048277067,,extended_r1_greedy_order,,,0.9666105512941906,0.9983273028462302,0.9999900990990953
201,Chironomus crassiforceps,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,1.978893283692132e-06,0.9999485721196101,0.00019397301513512932,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9668045243093257,0.9983419850924365,0.9999902261943181
202,Ambystoma jeffersonianum,,Amphibia,Caudata,Ambystomatidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),12,7,3,13,2,False,1.9053030746968124e-06,0.9999504774226847,0.00020041047004604184,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9670049347793718,0.9983567739484356,0.9999903441831437
203,Chironomus attenuatus,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,3,3,0,1,False,1.8334877152819683e-06,0.9999523109103998,0.00019070395547793328,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9671956387348497,0.9983711218272977,0.9999904679048819
204,Tanytarsus sp.,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),9,9,0,0,1,False,1.7653576626038127e-06,0.9999540762680625,0.00019661190339104184,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9673922506382407,0.9983860699529725,0.9999905992155158
205,Myriophyllum sp.,,Magnoliopsida,Haloragales,Haloragaceae,Magnoliophyta,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,1.699058496549786e-06,0.9999557753265592,0.00019866114346411834,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9675909117817049,0.9984008532102255,0.9999907215335248
206,Elodea canadensis,,Liliopsida,Hydrocharitales,Hydrocharitaceae,Magnoliophyta,False,False,moderate_20_49,Moderate (20-49 protective contexts),24,21,14,0,2,False,1.6325247165906531e-06,0.9999574078512756,0.00019852879104187426,,extended_r1_greedy_order,,,0.9677894405727467,0.9984155450511214,0.999990833688803
207,Chironomus utahensis,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),11,11,0,0,1,False,1.5696152665155626e-06,0.9999589774665424,0.00018355659424129644,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.967972997166988,0.9984300653265784,0.9999909675694825
208,Lecane inermis,,Monogononta,Ploima,Lecanidae,Rotifera,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,1,1,False,1.5100141121019896e-06,0.9999604874806544,0.00019377591148450612,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9681667730784725,0.9984431197605866,0.9999910604478773
209,Villosa iris,,Bivalvia,Unionoida,Unionidae,Mollusca,False,False,moderate_20_49,Moderate (20-49 protective contexts),41,12,5,11,1,False,1.4530211527173886e-06,0.9999619405018069,0.00018922053941083927,,extended_r1_greedy_order,,,0.9683559936178834,0.9984591477125061,0.999991225985377
210,Pteronarcys sp.,,Insecta,Plecoptera,Pteronarcyidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,1.398800105705341e-06,0.9999633393019126,0.00018776825697786048,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9685437618748612,0.9984741556359551,0.9999913644212132
211,Myriophyllum sibiricum,,Magnoliopsida,Haloragales,Haloragaceae,Magnoliophyta,False,False,sparse_5_19,Limited (5-19 protective contexts),18,8,8,24,1,False,1.346369228424454e-06,0.999964685671141,0.00018789433687749213,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9687316562117387,0.9984878408371678,0.9999914738981119
212,Lampsilis sp.,,Bivalvia,Unionoida,Unionidae,Mollusca,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,1.295807929606187e-06,0.9999659814790708,0.00018384063070220336,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9689154968424409,0.9985013933536641,0.9999915848269731
213,Oncorhynchus kisutch,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),228,159,183,0,4,False,1.2467050518054913e-06,0.9999672281841225,0.00018324192392626948,,extended_r1_greedy_order,,,0.9690987387663672,0.9985139562415182,0.999991681143406
214,Macrobrachium rude,,Malacostraca,Decapoda,Palaemonidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),7,4,0,0,1,False,1.2001522227951402e-06,0.9999684283363454,0.00017999733276963248,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9692787360991368,0.998528739988117,0.9999918262768772
215,Dreissena polymorpha,,Bivalvia,Veneroida,Dreissenidae,Mollusca,False,False,strong_50_plus,Strong (50+ protective contexts),54,33,24,0,3,False,1.1544055570010982e-06,0.9999695827419022,0.00018111806768772443,,extended_r1_greedy_order,,,0.9694598541668246,0.9985412738129075,0.9999919149835853
216,Lithobates sphenocephalus,,Amphibia,Anura,Ranidae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),38,18,3,22,2,False,1.1100872397327286e-06,0.999970692829142,0.00017325756047292806,,extended_r1_greedy_order,,,0.9696331117272975,0.9985530149694176,0.9999919973510151
217,Chironomus yoshimatsui,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),5,4,9,0,1,False,1.0685809685501765e-06,0.9999717614101107,0.000165153714588695,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9697982654418862,0.9985650346398631,0.9999920960756221
218,Scapholeberis mucronata,,Branchiopoda,Diplostraca,Daphniidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),6,3,0,0,1,False,1.0294106171269166e-06,0.9999727908207278,0.0001690063470418668,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.969967271788928,0.9985773297815266,0.999992198032586
219,Hydropsyche sp.,,Insecta,Trichoptera,Hydropsychidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),26,21,1,0,1,False,9.906493022278216e-07,0.9999737814700302,0.00017140820895744646,,extended_r1_greedy_order,,,0.9701386799978855,0.9985904507028188,0.9999923062438777
220,Actinonaias pectorosa,,Bivalvia,Unionoida,Unionidae,Mollusca,False,False,sparse_5_19,Limited (5-19 protective contexts),19,9,3,3,1,False,9.537527017129158e-07,0.9999747352227316,0.0001711876508988519,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9703098676487844,0.9986038595039312,0.999992424931055
221,Paratanytarsus parthenogeneticus,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),20,13,5,0,2,False,9.170783644564326e-07,0.999975652301096,0.00016468807015213027,,extended_r1_greedy_order,,,0.9704745557189365,0.9986144877994845,0.9999924957326812
222,Potamopyrgus antipodarum,,Gastropoda,Neotaenioglossa,Hydrobiidae,Mollusca,False,False,moderate_20_49,Moderate (20-49 protective contexts),42,14,5,1,2,False,8.819421323133088e-07,0.9999765342432284,0.00016717794754550486,,extended_r1_greedy_order,,,0.970641733666482,0.9986253189788347,0.9999925720470892
223,Dugesia gonocephala,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,1,0,1,False,8.4875572798073e-07,0.9999773829989564,0.0001700598162535094,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9708117934827355,0.998636311990547,0.9999926448572214
224,Chironomus zealandicus,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,3,0,0,1,False,8.152166715411388e-07,0.9999781982156282,0.00015318520815132963,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9709649786908868,0.9986470525322488,0.999992728333753
225,Salvelinus namaycush,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),83,66,6,1,3,False,7.840028008106624e-07,0.9999789822184288,0.00016196204338470022,,extended_r1_greedy_order,,,0.9711269407342715,0.9986579501478333,0.9999928080839495
226,Acipenser transmontanus,,Actinopterygii,Acipenseriformes,Acipenseridae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),42,10,1,0,2,False,7.552444261953014e-07,0.9999797374628552,0.00016355469436424297,,extended_r1_greedy_order,,,0.9712904954286358,0.998669051734236,0.9999928949793352
227,Ambystoma maculatum,,Amphibia,Caudata,Ambystomatidae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),31,12,3,31,2,False,7.262530324438165e-07,0.9999804637158873,0.00015860366148767735,,extended_r1_greedy_order,,,0.9714490990901234,0.9986797423522185,0.9999929697623774
228,Rutilus rutilus,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),44,28,4,0,2,False,6.996429629402589e-07,0.9999811633588506,0.00016155432165110284,,extended_r1_greedy_order,,,0.9716106534117745,0.9986902462343263,0.9999930419142987
229,Alonella sp.,,Branchiopoda,Diplostraca,Chydoridae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),8,8,0,0,1,False,6.741116769127832e-07,0.9999818374705274,0.0001542530159063249,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9717649064276809,0.9987011889316696,0.9999931270300129
230,Pteronarcys dorsata,,Insecta,Plecoptera,Pteronarcyidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),15,13,4,8,1,False,6.493910619901297e-07,0.9999824868615893,0.0001547346185040155,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9719196410461849,0.998712608059362,0.9999932211940958
231,Lithobates palustris,,Amphibia,Anura,Ranidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),14,10,0,33,2,False,6.259823958012993e-07,0.9999831128439852,0.000147410814674509,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9720670518608594,0.9987223487420318,0.9999932887055348
232,Dugesia bengalensis,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,6.02745848341913e-07,0.9999837155898335,0.00015650473804840193,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9722235565989078,0.9987322253113767,0.9999933521167638
233,Dugesia schubarti,,Turbellaria,Tricladida,Planariidae,Platyhelminthes,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,5.804499221895802e-07,0.9999842960397556,0.00015516208527999176,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9723787186841878,0.9987419884879513,0.9999934145382151
234,Hyla squirella,,Amphibia,Anura,Hylidae,Chordata,False,False,sparse_5_19,Limited (5-19 protective contexts),5,2,0,21,1,False,5.590521664460089e-07,0.9999848550919221,0.0001480333147325652,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9725267519989204,0.9987521560730244,0.9999934904889767
235,Baetis pygmaeus,,Insecta,Ephemeroptera,Baetidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,8,1,False,5.385345020414313e-07,0.9999853936264239,0.0001481776656092615,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9726749296645296,0.9987629150582344,0.9999935761517189
236,Lecane luna,,Monogononta,Ploima,Lecanidae,Rotifera,False,False,sparse_5_19,Limited (5-19 protective contexts),9,7,0,0,1,False,5.187758492357711e-07,0.9999859124022734,0.00015051761245643558,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.972825447276986,0.9987722028663405,0.9999936351958582
237,Corbicula fluminea,,Bivalvia,Veneroida,Corbiculidae,Mollusca,False,False,moderate_20_49,Moderate (20-49 protective contexts),39,22,19,0,4,False,4.994852617512041e-07,0.9999864118875349,0.00014839745456274311,,extended_r1_greedy_order,,,0.9729738447315488,0.9987812397439384,0.9999936922042917
238,Salmo salar,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),122,59,37,1,5,False,4.80887005435486e-07,0.9999868927745406,0.00014211668840036218,,extended_r1_greedy_order,,,0.9731159614199492,0.9987909453338527,0.9999937635907992
239,Orconectes nais,,Malacostraca,Decapoda,Cambaridae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),33,29,0,2,3,False,4.634958907892324e-07,0.9999873562704311,0.0001462559351016468,,extended_r1_greedy_order,,,0.9732622173550508,0.9988006519435809,0.9999938278068895
240,Chironomus crassicaudatus,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),8,8,0,26,1,False,4.4687820001761476e-07,0.9999878031486313,0.00013105202949659223,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9733932693845474,0.9988096070452936,0.9999938962336364
241,Sander sp.,,Actinopterygii,Perciformes,Percidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,0,1,False,4.308900082677333e-07,0.9999882340386398,0.00014127350291293084,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9735345428874603,0.9988188567026268,0.9999939606473212
242,Salvelinus curilus,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,0,1,False,4.1546737375578807e-07,0.9999886495060132,0.00013461355704702527,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9736691564445074,0.9988279837577081,0.9999940288346212
243,Oncorhynchus clarkii,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),80,53,7,1,2,False,3.999307016822855e-07,0.9999890494367152,0.00013583966334451691,,extended_r1_greedy_order,,,0.9738049961078519,0.9988371140272543,0.9999940951663349
244,Salvelinus sp.,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,3,0,0,1,False,3.855141863520874e-07,0.9999894349509011,0.00013253124628764823,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9739375273541395,0.9988460300016531,0.9999941610095626
245,Aedes albopictus,,Insecta,Diptera,Culicidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),41,20,1,35,1,False,3.7163182541522535e-07,0.9999898065827267,0.00013486142854468586,,extended_r1_greedy_order,,,0.9740723887826842,0.9988554490186422,0.9999942334836063
246,Cloeon sp.,,Insecta,Ephemeroptera,Baetidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),6,6,0,0,1,False,3.5793942370325843e-07,0.9999901645221504,0.00013446611397294195,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9742068548966571,0.9988650171215464,0.9999943075518299
247,Caridina africana,,Malacostraca,Decapoda,Atyidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,4,0,0,1,False,3.448325091219599e-07,0.9999905093546598,0.0001350495499566895,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9743419044466138,0.9988745732465345,0.9999943754809005
248,Aedes communis,,Insecta,Diptera,Culicidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),11,10,0,10,1,False,3.3249740768946477e-07,0.9999908418520675,0.00012995598078491266,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9744718604273988,0.9988839554951879,0.9999944520343605
249,Pseudacris regilla,,Amphibia,Anura,Hylidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),60,19,10,10,2,False,3.2070387177558304e-07,0.9999911625559392,0.00013067508977049336,,extended_r1_greedy_order,,,0.9746025355171692,0.9988916422127423,0.9999944959831046
250,Culex tritaeniorhynchus,,Insecta,Diptera,Culicidae,Arthropoda,False,False,moderate_20_49,Moderate (20-49 protective contexts),31,23,0,0,1,False,3.091281176476446e-07,0.9999914716840569,0.0001255521043471708,,extended_r1_greedy_order,,,0.9747280876215164,0.9989001688757992,0.9999945612135012
251,Americamysis bahia,,Malacostraca,Mysida,Mysidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),10,7,0,0,1,False,2.9792200435012983e-07,0.9999917696060611,0.00013068324218046268,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9748587708636969,0.9989083394926789,0.9999946153248463
252,Hexagenia bilineata,,Insecta,Ephemeroptera,Ephemeridae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),10,8,0,25,2,False,2.87296351762276e-07,0.9999920569024129,0.00012878354167644712,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9749875544053733,0.9989163640258913,0.9999946679834713
253,Hyla intermedia,,Amphibia,Anura,Hylidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,1,0,0,1,False,2.7673259818210363e-07,0.9999923336350109,0.00012713384480056433,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9751146882501739,0.9989245137249603,0.9999947229456158
254,Myriophyllum alterniflorum,,Magnoliopsida,Haloragales,Haloragaceae,Magnoliophyta,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,1,4,1,False,2.667423152104374e-07,0.9999926003773263,0.0001275826448808859,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9752422708950548,0.9989327704864979,0.9999947793570311
255,Oncorhynchus tshawytscha,,Actinopterygii,Salmoniformes,Salmonidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),178,112,155,2,3,False,2.5701241335268405e-07,0.9999928573897394,0.00012415168152923872,,extended_r1_greedy_order,,,0.975366422576584,0.99894043907693,0.9999948291191877
256,Hydra littoralis,,Hydrozoa,Hydroida,Hydridae,Cnidaria,False,False,sparse_5_19,Limited (5-19 protective contexts),5,3,0,3,1,False,2.478418573882247e-07,0.999993105231597,0.0001263287677675251,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9754927513443515,0.9989483744216451,0.9999948804270835
257,Etheostoma flabellare,,Actinopterygii,Perciformes,Percidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),3,1,1,21,1,False,2.3895059604491233e-07,0.9999933441821931,0.00012386781851514428,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9756166191628667,0.9989567575617463,0.9999949398919513
258,Hyla japonica,,Amphibia,Anura,Hylidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,0,0,1,False,2.3044196580460424e-07,0.9999935746241587,0.00011962639810414455,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9757362455609708,0.9989644007435237,0.9999949909058664
259,Cyprinus carpio,,Actinopterygii,Cypriniformes,Cyprinidae,Chordata,False,False,strong_50_plus,Strong (50+ protective contexts),427,221,77,0,4,False,2.221784063663569e-07,0.9999937968025654,0.00012755547743248385,,extended_r1_greedy_order,,,0.9758638010384033,0.9989712027745851,0.9999950285625901
260,Chironomus tepperi,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),10,8,0,0,1,False,2.1435660363795825e-07,0.999994011159169,0.00010899633596950231,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9759727973743728,0.9989782681211843,0.9999950786519558
261,Leptodora kindtii,,Branchiopoda,Diplostraca,Leptodoridae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),7,6,0,0,2,False,2.063595844979823e-07,0.9999942175187534,0.00011575254753259934,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9760885499219054,0.9989855898147668,0.9999951285775129
262,Hyla cinerea,,Amphibia,Anura,Hylidae,Chordata,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),1,1,2,29,1,False,1.9891169800987685e-07,0.9999944164304514,0.00011534023442349994,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9762038901563289,0.9989929001963287,0.9999951768397685
263,Procladius sp.,,Insecta,Diptera,Chironomidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),13,13,1,0,2,False,1.9200397833128777e-07,0.9999946084344297,0.00011245250816094288,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9763163426644899,0.9990009599876166,0.9999952400758807
264,Xenopus tropicalis,,Amphibia,Anura,Pipidae,Chordata,False,False,moderate_20_49,Moderate (20-49 protective contexts),41,20,0,1,2,False,1.8515543073355495e-07,0.9999947935898602,0.00011596906008215502,,extended_r1_greedy_order,,,0.976432311724572,0.9990071409462905,0.9999952714993212
265,Asellus sp.,,Malacostraca,Isopoda,Asellidae,Arthropoda,False,False,sparse_5_19,Limited (5-19 protective contexts),16,14,1,0,2,False,1.785429280679058e-07,0.9999949721327884,0.00011551560186062737,,extended_r1_greedy_order,,Limited direct protective support; interpret the rank with the reported uncertainty.,0.9765478273264326,0.9990137388850097,0.9999953079181211
266,Hydra sp.,,Hydrozoa,Hydroida,Hydridae,Cnidaria,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),4,4,3,0,1,False,1.7228474989217234e-07,0.9999951444175385,0.00011654453579723612,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9766643718622299,0.9990208458391919,0.9999953517006205
267,Notonecta unifasciata,,Insecta,Heteroptera,Notonectidae,Arthropoda,False,False,very_sparse_1_4,Very limited (1-4 protective contexts),2,2,0,2,2,False,1.6616966039845295e-07,0.9999953105871989,0.00011207933830637007,,extended_r1_greedy_order,,Very limited direct protective support; confirmatory testing is a high priority.,0.9767764512005362,0.999028326991338,0.9999954062022964
